index,QaA,QaE,QbA,QbE,QcA,QcE,QdA,QdE,QeA,QeE,QfA,QfE,QgA,QgE,QhA,QhE,QiA,QiE,QjA,QjE,QkA,QkE,QlA,QlE,QmA,QmE,QnA,QnE,QoA,QoE,QpA,QpE,QqA,QqE,QrA,QrE,QsA,QsE,QtA,QtE,age_group,education,engnat,familysize,gender,hand,married,race,religion,tp01,tp02,tp03,tp04,tp05,tp06,tp07,tp08,tp09,tp10,urban,voted,wf_01,wf_02,wf_03,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13
8054,3.0,1627,2.0,2152,3.0,667,1.0,642,2.0,665,1.0,779,5.0,632,1.0,915,5.0,1432,4.0,2064,5.0,982,5.0,758,4.0,793,3.0,1402,2.0,1575,2.0,817,3.0,872,4.0,2857,3.0,836,2.0,1735,30s,4,1,3,Female,1,1,White,Christian_Catholic,6,2,1,1,2,3,2,5,3,3,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
8055,1.0,258,5.0,662,5.0,154,1.0,6433,2.0,1562,1.0,706,3.0,735,2.0,1181,1.0,7716,3.0,1834,4.0,2185,5.0,1260,4.0,504,2.0,482,4.0,1317,5.0,490,2.0,453,3.0,883,4.0,1164,5.0,439,10s,1,1,6,Female,1,1,White,Atheist,4,3,0,1,4,2,3,4,6,6,2,2,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
8056,3.0,546,2.0,822,4.0,745,1.0,517,1.0,1335,1.0,643,1.0,1529,3.0,952,3.0,1193,4.0,661,5.0,1352,5.0,875,4.0,446,2.0,439,4.0,633,2.0,746,4.0,544,4.0,718,5.0,541,3.0,572,20s,2,1,2,Female,1,2,White,Agnostic,2,2,3,0,1,5,1,1,5,6,3,2,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
8057,1.0,356,3.0,1563,5.0,821,1.0,695,1.0,1253,1.0,620,1.0,704,3.0,2554,3.0,2851,5.0,1129,2.0,2176,5.0,1333,5.0,710,1.0,399,5.0,1545,4.0,2189,1.0,696,3.0,1164,5.0,659,4.0,1244,20s,2,1,0,Male,1,1,Black,Agnostic,6,0,6,3,0,1,2,1,0,6,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8058,1.0,438,4.0,851,5.0,778,1.0,842,1.0,860,1.0,758,4.0,1572,1.0,1614,4.0,1990,5.0,1168,4.0,1594,5.0,1068,5.0,1513,2.0,690,1.0,2867,2.0,1094,4.0,892,1.0,1252,4.0,485,4.0,815,30s,2,1,5,Male,3,2,White,Atheist,5,1,1,2,0,2,2,4,3,5,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
8059,3.0,388,5.0,1137,4.0,253,1.0,727,5.0,522,5.0,516,5.0,899,5.0,960,2.0,2519,5.0,1271,5.0,1092,1.0,1510,5.0,577,3.0,507,3.0,657,5.0,1013,1.0,418,5.0,767,1.0,803,3.0,944,20s,3,1,2,Male,1,1,Other,Christian_Protestant,3,3,2,1,3,4,2,1,3,3,2,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
8060,1.0,498,4.0,727,4.0,1191,1.0,929,2.0,1433,1.0,424,1.0,556,1.0,938,4.0,2512,4.0,706,4.0,813,5.0,1237,4.0,679,2.0,151,4.0,1089,2.0,1080,4.0,859,2.0,800,2.0,476,2.0,774,10s,2,2,3,Male,1,1,White,Agnostic,2,0,5,5,1,4,4,1,1,6,1,2,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1
8061,3.0,277,1.0,171,5.0,612,1.0,803,2.0,580,2.0,341,3.0,780,3.0,767,4.0,1207,3.0,891,3.0,1378,5.0,541,3.0,658,2.0,443,2.0,541,1.0,759,4.0,692,5.0,603,4.0,564,2.0,630,30s,3,1,2,Female,1,2,Other,Agnostic,3,6,0,3,1,3,1,6,0,5,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
8062,1.0,262,5.0,1274,5.0,640,1.0,824,3.0,3246,1.0,551,4.0,2426,2.0,894,2.0,626,4.0,1018,3.0,1617,5.0,503,5.0,567,4.0,660,1.0,937,5.0,919,2.0,965,2.0,602,5.0,385,5.0,749,20s,2,1,4,Male,2,1,Asian,Atheist,2,0,4,0,1,5,5,2,4,0,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8063,4.0,625,1.0,1973,4.0,2855,2.0,7086,2.0,4565,3.0,1474,4.0,1492,3.0,4377,4.0,2416,4.0,6454,5.0,7525,4.0,3758,3.0,4727,5.0,3409,4.0,1132,3.0,4143,4.0,816,3.0,20025,4.0,2531,2.0,3918,30s,3,2,2,Female,1,2,Asian,Other,7,7,7,7,7,7,7,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,1.0,843,5.0,988,4.0,1116,1.0,823,1.0,1599,1.0,1085,1.0,1174,1.0,1054,1.0,1750,5.0,3239,1.0,1101,4.0,1784,5.0,658,1.0,926,5.0,812,5.0,850,1.0,915,1.0,1719,5.0,748,5.0,709,10s,1,1,2,Male,2,1,White,Atheist,0,0,0,4,0,2,3,2,0,4,3,2,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
8065,1.0,370,2.0,1954,1.0,485,2.0,738,2.0,1138,1.0,428,1.0,567,2.0,1593,3.0,1261,4.0,939,2.0,1557,5.0,1368,2.0,573,1.0,516,4.0,832,2.0,929,2.0,425,1.0,626,5.0,810,3.0,1094,20s,4,1,3,Male,1,1,White,Christian_Protestant,2,2,1,4,2,1,3,2,1,1,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8066,2.0,669,4.0,925,5.0,826,2.0,1256,1.0,1146,1.0,971,1.0,564,2.0,2269,4.0,2026,4.0,1670,4.0,1529,5.0,1186,5.0,1365,1.0,553,5.0,765,5.0,751,2.0,486,2.0,1153,5.0,369,4.0,1567,10s,1,1,2,Male,1,1,White,Jewish,2,0,1,2,1,4,1,3,0,4,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8067,1.0,1019,1.0,1220,1.0,1197,1.0,1531,4.0,2662,2.0,837,4.0,677,2.0,1527,5.0,2168,2.0,1447,5.0,1368,4.0,2150,4.0,1162,4.0,1231,4.0,1799,1.0,760,4.0,497,5.0,1183,4.0,2073,2.0,1297,30s,3,2,3,Male,1,2,White,Agnostic,6,5,0,4,2,0,2,4,1,2,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8068,1.0,248,5.0,345,4.0,771,2.0,416,2.0,534,1.0,273,4.0,414,3.0,716,1.0,976,5.0,480,2.0,955,5.0,554,4.0,661,2.0,621,5.0,282,2.0,553,2.0,638,2.0,817,5.0,237,5.0,302,10s,2,1,4,Male,1,1,White,Atheist,4,5,0,2,0,1,1,2,0,4,2,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1
8069,5.0,317,2.0,2446,2.0,644,2.0,885,2.0,741,2.0,344,4.0,523,2.0,724,3.0,1704,3.0,628,4.0,706,4.0,616,3.0,1501,4.0,321,4.0,397,2.0,611,3.0,520,4.0,545,4.0,309,4.0,435,10s,2,1,4,Female,2,1,White,Christian_Protestant,1,5,1,1,2,4,2,5,2,2,2,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
8070,4.0,1062,4.0,873,4.0,965,1.0,726,1.0,1047,1.0,769,5.0,2120,1.0,976,2.0,3122,4.0,1576,5.0,1144,5.0,1179,5.0,984,1.0,687,4.0,900,4.0,1192,4.0,656,1.0,1401,4.0,711,4.0,971,40s,2,1,4,Female,1,3,White,Christian_Other,2,1,2,6,4,6,2,6,1,2,2,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
8071,1.0,1110,4.0,1505,5.0,845,1.0,1019,1.0,1295,1.0,1483,1.0,567,1.0,1756,2.0,1893,5.0,4894,1.0,933,5.0,870,2.0,1004,1.0,408,2.0,1002,4.0,688,3.0,628,1.0,746,2.0,936,5.0,885,20s,3,2,4,Male,1,1,Black,Christian_Protestant,4,5,1,6,1,1,4,6,0,2,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
8072,1.0,943,3.0,2324,5.0,1190,1.0,1257,1.0,1047,3.0,582,1.0,494,1.0,1522,3.0,1589,5.0,1012,5.0,735,5.0,1231,4.0,933,2.0,630,3.0,759,3.0,766,5.0,579,3.0,1377,1.0,1403,4.0,1431,40s,2,2,2,Male,1,3,White,Atheist,3,3,3,1,0,1,0,1,3,5,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1
8073,1.0,506,5.0,669,5.0,480,1.0,795,2.0,261,3.0,1325,2.0,690,4.0,1136,2.0,5224,5.0,1195,2.0,976,5.0,1363,4.0,620,2.0,380,4.0,650,5.0,701,1.0,763,3.0,582,3.0,749,5.0,732,20s,3,1,3,Male,1,1,White,Agnostic,5,1,6,2,2,0,4,1,6,3,2,2,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
8074,1.0,999,4.0,1137,4.0,1159,1.0,1334,1.0,1057,3.0,1695,4.0,655,3.0,1723,2.0,1967,5.0,1763,4.0,1394,4.0,2002,5.0,1152,2.0,745,4.0,618,4.0,903,2.0,1511,3.0,1048,1.0,717,5.0,1060,30s,3,2,3,Male,1,1,Asian,Christian_Catholic,4,0,0,0,0,4,2,0,6,6,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8075,1.0,349,5.0,2155,5.0,379,1.0,1174,5.0,634,1.0,409,1.0,401,3.0,1780,3.0,1627,5.0,535,1.0,1397,5.0,1026,2.0,1110,1.0,579,3.0,1015,5.0,1185,1.0,354,3.0,1731,4.0,804,5.0,1752,20s,2,1,3,Female,1,1,Other,Other,6,3,4,0,3,0,0,0,4,2,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
8076,1.0,323,5.0,623,5.0,511,1.0,417,1.0,1092,1.0,351,1.0,1969,2.0,1523,2.0,959,5.0,3144,1.0,686,3.0,630,5.0,667,1.0,346,5.0,2727,4.0,1182,2.0,343,3.0,917,4.0,788,5.0,1173,30s,3,1,3,Female,1,3,White,Agnostic,5,2,2,0,4,2,4,6,4,3,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0
8077,3.0,451,4.0,1171,5.0,493,1.0,514,1.0,965,1.0,1012,5.0,384,4.0,2243,2.0,1334,5.0,828,5.0,4239,5.0,1001,5.0,612,2.0,459,5.0,553,5.0,793,1.0,352,4.0,802,5.0,617,4.0,980,10s,2,1,3,Male,1,1,White,Jewish,2,1,1,5,2,2,1,4,2,4,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8078,2.0,353,5.0,587,1.0,643,1.0,614,1.0,1138,2.0,515,2.0,658,1.0,3094,3.0,1289,4.0,1958,5.0,700,5.0,800,4.0,853,2.0,454,4.0,425,4.0,628,2.0,557,5.0,1740,5.0,647,3.0,943,10s,1,1,2,Female,1,1,White,Atheist,1,2,2,0,1,4,2,5,6,6,2,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
8079,1.0,263,5.0,525,5.0,661,1.0,957,1.0,1457,1.0,810,5.0,825,1.0,1364,1.0,2196,5.0,1642,3.0,930,5.0,740,5.0,763,4.0,547,5.0,1324,5.0,502,1.0,475,1.0,677,3.0,1343,4.0,298,20s,3,1,2,Male,1,1,White,Atheist,5,0,0,0,0,4,3,2,1,6,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
8080,3.0,1090,3.0,1441,3.0,940,2.0,1328,3.0,1073,3.0,799,5.0,3238,3.0,1742,4.0,3619,3.0,1200,4.0,1591,3.0,1315,1.0,2660,4.0,1886,4.0,1276,1.0,1770,3.0,1091,4.0,1293,3.0,1053,3.0,2539,60s,3,1,3,Female,1,3,Other,Other,1,5,4,0,0,5,0,3,4,6,3,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
8081,1.0,219,5.0,207,4.0,344,1.0,386,4.0,744,1.0,386,1.0,265,4.0,1470,3.0,628,2.0,668,2.0,637,5.0,533,5.0,255,2.0,249,2.0,356,5.0,391,1.0,262,2.0,494,4.0,410,2.0,383,10s,2,1,0,Male,2,1,White,Agnostic,6,0,6,6,0,0,4,0,0,5,1,2,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
8082,4.0,796,1.0,1289,1.0,885,3.0,1024,2.0,1564,4.0,702,2.0,1144,1.0,973,3.0,1413,2.0,882,4.0,1356,5.0,1459,1.0,1269,4.0,704,3.0,956,4.0,1216,5.0,598,3.0,1029,3.0,476,1.0,758,40s,4,1,3,Male,1,2,White,Atheist,1,4,4,6,1,6,1,1,0,5,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8083,3.0,583,2.0,3335,3.0,1757,3.0,1859,1.0,1799,2.0,1669,5.0,1383,3.0,2744,5.0,3548,2.0,2243,5.0,1536,5.0,140,1.0,1693,4.0,1391,1.0,3277,2.0,1161,4.0,857,2.0,2131,2.0,1280,1.0,1498,30s,3,1,3,Female,2,1,White,Christian_Protestant,4,2,1,2,2,1,2,3,4,3,1,2,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
8084,2.0,473,4.0,802,5.0,996,1.0,760,1.0,1136,1.0,857,1.0,497,4.0,1372,1.0,2506,5.0,1180,1.0,1204,5.0,969,3.0,623,3.0,494,5.0,1373,4.0,561,2.0,1087,1.0,2252,5.0,426,3.0,703,10s,2,2,2,Male,1,1,Asian,Agnostic,4,0,1,3,1,1,4,5,3,3,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8085,2.0,1455,1.0,5260,1.0,1616,1.0,3547,1.0,2535,2.0,6027,2.0,1512,2.0,2498,4.0,4044,2.0,3517,5.0,2134,5.0,2130,4.0,789,4.0,603,2.0,449,2.0,4555,4.0,743,3.0,4317,5.0,1277,2.0,1715,20s,2,2,1,Male,1,1,White,Atheist,2,4,1,5,2,2,1,5,0,4,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
8086,4.0,702,4.0,8022,1.0,2036,2.0,1301,1.0,1295,1.0,953,4.0,942,1.0,1181,5.0,1553,5.0,883,3.0,896,5.0,1597,2.0,4815,2.0,1123,3.0,1520,1.0,1044,4.0,93,2.0,785,4.0,451,4.0,4368,40s,3,1,3,Female,1,2,White,Christian_Protestant,0,1,1,0,0,6,1,3,6,6,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8087,2.0,749,1.0,2319,5.0,864,1.0,1322,3.0,1627,5.0,750,3.0,997,1.0,1430,5.0,1455,3.0,1621,5.0,1276,5.0,1290,4.0,1402,5.0,1023,1.0,1502,3.0,846,4.0,1271,5.0,848,1.0,636,3.0,3127,40s,2,2,2,Female,0,1,White,Christian_Catholic,4,4,0,4,0,0,2,4,0,1,3,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
8088,1.0,321,5.0,560,2.0,326,1.0,380,2.0,178,2.0,1775,1.0,496,4.0,1967,2.0,1364,1.0,661,3.0,514,5.0,356,5.0,779,2.0,291,4.0,980,4.0,1544,1.0,283,2.0,5970,5.0,874,4.0,662,10s,1,2,0,Male,1,1,Other,Atheist,6,0,5,6,4,2,3,1,5,3,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8089,1.0,730,1.0,287,5.0,600,1.0,490,1.0,425,1.0,411,1.0,669,1.0,1898,5.0,1168,5.0,579,1.0,1009,5.0,1214,4.0,1004,1.0,414,4.0,815,5.0,521,4.0,711,4.0,747,2.0,1181,5.0,400,10s,2,1,0,Male,2,1,White,Atheist,3,5,5,2,0,2,1,0,6,6,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8090,4.0,1673,1.0,3930,2.0,1432,2.0,2761,2.0,1478,2.0,1007,5.0,2126,2.0,3989,5.0,3895,2.0,2875,5.0,1767,3.0,3087,5.0,2619,2.0,1474,1.0,1900,1.0,2131,5.0,2057,5.0,3137,3.0,1301,1.0,1665,60s,4,1,3,Female,1,3,White,Christian_Protestant,6,5,0,2,1,2,0,2,1,5,2,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1
8091,1.0,159,5.0,1045,5.0,721,1.0,1205,1.0,1554,1.0,945,2.0,1507,1.0,1976,3.0,2333,4.0,1026,4.0,2342,5.0,691,4.0,1643,1.0,727,5.0,1045,5.0,3812,1.0,849,3.0,966,5.0,459,5.0,1127,20s,3,1,1,Male,2,1,White,Christian_Other,6,1,1,2,1,1,4,6,1,4,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8092,4.0,382,2.0,685,1.0,602,2.0,921,3.0,727,2.0,439,5.0,417,1.0,1371,5.0,1325,1.0,761,5.0,814,3.0,721,4.0,489,4.0,397,1.0,720,4.0,563,5.0,651,5.0,709,1.0,513,1.0,662,40s,4,1,2,Male,1,2,White,Christian_Protestant,5,6,1,2,2,2,2,6,2,4,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8093,1.0,984,2.0,1124,2.0,1160,1.0,1506,2.0,366,1.0,533,4.0,513,2.0,1584,4.0,2268,4.0,1468,5.0,1142,4.0,830,3.0,915,2.0,596,2.0,2313,4.0,901,2.0,602,1.0,571,4.0,1033,2.0,1221,10s,3,1,4,Female,1,1,White,Atheist,1,1,5,6,1,2,5,2,0,6,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
8094,1.0,412,5.0,1069,5.0,1076,1.0,964,1.0,929,1.0,560,1.0,1018,4.0,1475,5.0,1484,5.0,1394,1.0,1139,5.0,1173,5.0,634,1.0,570,5.0,842,5.0,1000,1.0,554,1.0,770,1.0,997,5.0,830,30s,4,2,1,Male,3,1,White,Atheist,2,2,0,6,5,5,6,6,5,6,3,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
8095,2.0,321,5.0,6688,4.0,453,1.0,988,1.0,1692,1.0,498,1.0,850,5.0,3250,3.0,4125,4.0,623,4.0,7756,5.0,993,4.0,4539,1.0,530,5.0,636,5.0,479,1.0,396,2.0,674,5.0,444,5.0,4124,10s,2,1,1,Female,2,1,White,Agnostic,2,0,0,1,1,1,5,6,4,6,1,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
8096,2.0,337,4.0,1267,3.0,1054,1.0,990,2.0,1174,3.0,840,4.0,1036,4.0,1696,3.0,2438,3.0,2640,5.0,896,1.0,740,4.0,471,2.0,816,3.0,677,4.0,1402,1.0,907,4.0,835,3.0,629,4.0,1574,10s,2,1,2,Female,1,1,White,Christian_Protestant,2,5,4,2,1,1,0,2,5,5,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
8097,1.0,651,1.0,1053,3.0,1158,1.0,1050,1.0,810,2.0,605,2.0,810,4.0,960,4.0,118871,4.0,1734,5.0,860,2.0,1164,4.0,698,1.0,606,2.0,677,2.0,352,2.0,519,4.0,940,1.0,760,2.0,939,50s,4,1,3,Female,1,3,White,Christian_Catholic,1,4,0,2,0,4,2,5,1,6,3,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
8098,1.0,435,1.0,2229,4.0,981,1.0,634,1.0,821,2.0,690,1.0,519,1.0,1264,5.0,966,2.0,1242,5.0,631,5.0,1129,4.0,783,2.0,852,3.0,881,5.0,1062,4.0,523,5.0,921,4.0,556,1.0,939,20s,3,1,1,Male,1,2,White,Sikh,1,1,0,2,0,4,1,2,5,6,2,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
8099,1.0,421,5.0,803,5.0,435,2.0,1043,1.0,614,2.0,1731,1.0,547,5.0,948,5.0,2443,5.0,624,5.0,957,5.0,652,4.0,807,1.0,364,5.0,478,5.0,443,2.0,707,1.0,558,2.0,1698,4.0,1272,10s,3,2,6,Female,0,1,Asian,Muslim,3,2,5,2,0,1,4,2,5,2,3,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1
8100,1.0,331,5.0,1426,5.0,1010,1.0,708,1.0,1224,1.0,1447,5.0,1138,1.0,2241,5.0,3911,5.0,1508,5.0,1076,5.0,1299,3.0,1328,1.0,708,1.0,844,5.0,1071,1.0,729,5.0,996,1.0,1408,5.0,1014,30s,3,1,1,Female,2,3,Black,Other,3,0,0,0,5,3,3,6,3,6,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
8101,2.0,491,3.0,712,1.0,744,1.0,451,1.0,568,1.0,420,2.0,563,5.0,836,1.0,2332,5.0,477,2.0,690,4.0,686,4.0,576,1.0,448,5.0,415,5.0,592,3.0,803,2.0,488,3.0,570,5.0,840,30s,2,1,1,Male,1,1,White,Atheist,6,4,3,5,1,2,0,2,2,6,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8102,4.0,383,2.0,795,4.0,838,1.0,561,2.0,609,1.0,2160,2.0,518,2.0,1035,3.0,3576,3.0,1015,2.0,7743,5.0,762,4.0,704,1.0,607,5.0,777,2.0,1343,4.0,385,1.0,769,4.0,506,3.0,622,40s,2,1,2,Female,1,3,White,Atheist,6,5,1,3,5,1,2,5,2,1,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
8103,1.0,2655,3.0,4040,4.0,4802,1.0,2447,1.0,6450,4.0,6549,4.0,4367,2.0,4838,5.0,6668,5.0,11036,3.0,7319,4.0,7889,1.0,4213,1.0,2628,1.0,6879,4.0,4636,2.0,3206,4.0,7293,5.0,10187,1.0,3850,50s,4,2,4,Male,1,2,White,Christian_Catholic,0,1,0,6,0,5,3,6,0,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8104,2.0,377,2.0,523,4.0,455,1.0,660,1.0,710,2.0,383,5.0,464,1.0,893,4.0,867,5.0,525,2.0,665,5.0,474,4.0,292,1.0,259,5.0,379,4.0,582,2.0,323,1.0,475,5.0,433,4.0,424,20s,2,1,1,Male,1,1,White,Christian_Protestant,6,2,2,0,1,2,1,1,4,6,1,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
8105,2.0,276,2.0,1807,2.0,847,2.0,1405,3.0,672,5.0,498,4.0,565,1.0,1362,3.0,3444,2.0,1763,5.0,1518,5.0,157,4.0,3230,5.0,338,2.0,683,1.0,1134,3.0,811,5.0,375,3.0,617,3.0,1497,10s,1,1,3,Female,1,1,White,Agnostic,6,3,3,2,2,0,0,1,6,3,3,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
8106,2.0,304,1.0,1866,4.0,1048,1.0,776,3.0,1385,2.0,526,5.0,352,1.0,1102,3.0,1511,4.0,831,5.0,1209,5.0,1764,4.0,1430,4.0,316,3.0,997,2.0,509,4.0,328,5.0,759,4.0,426,2.0,647,10s,1,1,2,Male,1,1,White,Other,5,3,1,0,2,0,2,1,4,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
8107,1.0,967,4.0,705,4.0,1234,2.0,1526,2.0,1115,1.0,349,3.0,623,2.0,1253,2.0,1327,3.0,1017,4.0,2181,5.0,3354,2.0,1098,1.0,309,3.0,1147,5.0,569,1.0,2769,2.0,578,3.0,443,4.0,957,10s,1,1,0,Female,1,1,White,Agnostic,5,4,0,3,1,0,3,6,1,5,2,2,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
8108,5.0,590,3.0,238,5.0,516,3.0,1147,1.0,568,1.0,392,3.0,1005,1.0,743,4.0,841,5.0,538,3.0,1171,5.0,376,5.0,214,3.0,1098,3.0,722,4.0,462,4.0,934,5.0,426,3.0,388,4.0,531,10s,1,1,2,Female,1,1,White,Atheist,3,4,0,3,0,2,5,5,2,5,2,2,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
8109,5.0,401,1.0,1053,4.0,669,2.0,803,4.0,736,5.0,444,5.0,363,1.0,984,5.0,1080,1.0,647,5.0,812,5.0,702,1.0,432,5.0,571,1.0,352,1.0,330,5.0,411,5.0,415,3.0,484,1.0,528,20s,3,1,3,Female,1,1,White,Agnostic,1,4,2,3,0,1,0,2,1,5,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
8110,5.0,585,1.0,1381,2.0,1120,2.0,2344,3.0,1230,5.0,875,5.0,786,1.0,3153,5.0,2222,1.0,2044,5.0,856,3.0,2445,1.0,2661,5.0,1013,1.0,3616,1.0,1887,5.0,1034,3.0,5257,1.0,1673,1.0,1473,60s,2,1,5,Female,1,2,White,Christian_Protestant,0,6,1,1,0,6,0,2,3,6,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
8111,1.0,2563,2.0,4706,4.0,1432,1.0,2286,2.0,2445,4.0,2861,2.0,1462,1.0,1803,5.0,2582,2.0,3837,5.0,1289,3.0,2513,2.0,1508,4.0,1024,1.0,1281,1.0,1168,5.0,1147,5.0,1674,2.0,1586,1.0,2975,60s,2,2,3,Male,1,1,White,Christian_Protestant,1,4,2,5,1,3,3,5,3,6,1,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
8112,1.0,1301,1.0,885,4.0,536,1.0,913,4.0,3816,4.0,1383,1.0,1257,2.0,1593,5.0,2140,4.0,978,5.0,907,5.0,794,2.0,698,4.0,1257,4.0,1332,1.0,801,4.0,556,2.0,1053,5.0,861,4.0,1802,50s,3,1,3,Female,1,2,White,Agnostic,0,5,0,5,1,6,1,6,0,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
8113,2.0,602,1.0,2204,4.0,1067,2.0,1138,2.0,2094,2.0,699,4.0,753,2.0,2011,4.0,2112,4.0,1918,5.0,1236,1.0,1316,2.0,2238,4.0,742,2.0,1300,1.0,1009,4.0,461,4.0,1106,3.0,1165,2.0,816,50s,4,1,4,Male,1,2,White,Christian_Protestant,5,5,1,4,1,1,2,4,1,5,2,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
8114,2.0,570,4.0,1305,5.0,681,1.0,918,3.0,2365,1.0,429,1.0,686,4.0,1827,1.0,1779,5.0,863,1.0,1079,5.0,1091,5.0,773,1.0,519,5.0,1477,5.0,6372,1.0,560,2.0,1752,5.0,606,5.0,920,10s,2,2,2,Male,1,1,White,Atheist,4,5,2,6,0,1,3,6,0,4,2,2,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
8115,1.0,264,3.0,540,5.0,409,1.0,664,1.0,464,1.0,316,4.0,624,5.0,800,2.0,929,5.0,512,2.0,787,5.0,509,5.0,614,1.0,316,4.0,895,4.0,754,1.0,411,1.0,683,4.0,683,5.0,480,40s,3,1,0,Male,1,1,Other,Christian_Protestant,1,2,1,3,0,6,3,6,2,6,3,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1
8116,2.0,379,4.0,1269,4.0,1068,1.0,581,1.0,732,2.0,573,1.0,644,4.0,1097,4.0,2360,5.0,744,5.0,1437,5.0,699,5.0,667,1.0,1066,4.0,1533,5.0,777,1.0,403,1.0,730,5.0,478,4.0,910,30s,4,1,6,Female,1,1,White,Christian_Protestant,1,2,2,0,1,4,0,6,4,6,2,2,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
8117,1.0,553,2.0,1031,5.0,788,2.0,2508,2.0,1500,2.0,768,1.0,932,2.0,1375,2.0,1480,3.0,4855,5.0,1885,2.0,1059,4.0,2225,2.0,450,4.0,973,2.0,1662,2.0,990,3.0,1437,1.0,1590,5.0,829,40s,3,1,3,Female,1,2,Other,Christian_Protestant,6,6,1,2,2,1,4,5,3,5,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
